,item_id,epocas,prediction_order,auto_order,training_mse,training_rmse,training_mae,trainig_mape,validation_mse,validation_rmse,validation_mae,validation_mape
0,959750,28,14,180,0.1413874891183494,0.01999042207919137,0.10710728175743213,25.93089489549104,0.1413874891183494,1.2205661518744275,0.9576107199190892,112.64458506007828
