,item_id,epocas,prediction_order,auto_order,training_mse,training_rmse,training_mae,trainig_mape,validation_mse,validation_rmse,validation_mae,validation_mape
0,9227,48,14,180,0.4123043977618084,0.16999491641372752,0.307079732997954,12.02998451336515,0.4123043977618084,18.693349281196422,2.3211958706384896,164.1588320742997
