,item_id,epocas,prediction_order,auto_order,training_mse,training_rmse,training_mae,trainig_mape,validation_mse,validation_rmse,validation_mae,validation_mape
0,962874,13,14,180,11.672322139794577,136.24310413513865,8.255953356537264,23.930452245609295,11.672322139794577,648.2386583595,22.72555735809404,34.78865063769066
